,minaddress,maxaddress,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,address_range,week_range,weekday_range,time_range,il_address,il_week,il_weekday,il_time
62,10553110632.0,10559111056.0,46.0,46.0,1.0,1.0,0.0,2.0,112,62,108,100,1090.90909090909,9.82800982800982,9.972037183803529,0.11328125,6000424.0,0.0,0.0,2.0,0.7490292642530821,0,0.0,0.021052631578947368
63,10554100020.0,10557111013.0,46.0,46.0,2.0,2.0,7.0,18.0,240,63,215,114,12096.856993190151,50.61446440665336,50.61446440665336,0.09413194444444443,3010993.0,0.0,0.0,11.0,0.37586041777400736,0,0.0,0.11578947368421053
64,10554100020.0,10558107465.0,46.0,46.0,1.0,1.0,33.0,46.0,314,64,295,148,38000.0,121.40575079872204,123.36722371633817,0.09570367966246096,4007445.0,0.0,0.0,13.0,0.5002469125322965,0,0.0,0.1368421052631579
65,10554100020.0,10558108934.0,46.0,46.0,4.0,4.0,33.0,39.0,224,65,213,141,25700.0,115.24663677130044,118.41983827019423,0.08892697704081634,4008914.0,0.0,0.0,6.0,0.5004302869053721,0,0.0,0.06315789473684211
66,10554100020.0,10558109774.0,46.0,46.0,3.0,3.0,66.0,77.0,550,66,506,189,61900.0,112.75045537340621,114.20430067244834,0.0924495867768595,4009754.0,0.0,0.0,11.0,0.500535143592495,0,0.0,0.11578947368421053
67,10554100020.0,10559110871.0,46.0,46.0,1.0,1.0,88.0,95.0,276,67,261,171,28200.0,102.54545454545455,104.05404324899153,0.09412413358538123,5010851.0,0.0,0.0,7.0,0.6255014708646957,0,0.0,0.07368421052631578
68,10554100020.0,10559111056.0,46.0,46.0,1.0,1.0,43.0,53.0,512,68,474,228,37500.0,73.38551859099805,74.55016096315508,0.08747482299804688,5011036.0,0.0,0.0,10.0,0.6255245643017406,0,0.0,0.10526315789473684
69,10554101120.0,10556110739.0,46.0,46.0,1.0,1.0,3.0,13.0,203,69,186,103,8689.780033840945,43.01871303881655,43.01871303881655,0.10201654978281444,2009619.0,0.0,0.0,10.0,0.250859512760934,0,0.0,0.10526315789473684
70,10554101120.0,10559110866.0,46.0,46.0,3.0,3.0,0.0,1.0,170,70,166,143,26300.0,155.62130177514794,157.47462503316567,0.09411764705882353,5009746.0,0.0,0.0,1.0,0.6253635343893733,0,0.0,0.010526315789473684
71,10554101248.0,10559110866.0,46.0,46.0,1.0,1.0,43.0,53.0,131,71,129,128,38800.0,298.46153846153845,305.5049700021208,0.08583415884855196,5009618.0,0.0,0.0,10.0,0.625347556227526,0,0.0,0.10526315789473684
72,10555100143.0,10557111013.0,46.0,46.0,2.0,2.0,7.0,16.0,306,72,271,110,11697.46192893401,38.35233419322626,38.35233419322626,0.10359263531120508,2010870.0,0.0,0.0,9.0,0.2510156743271134,0,0.0,0.09473684210526316
73,10555100143.0,10557111076.0,46.0,46.0,3.0,3.0,2.0,13.0,365,73,323,122,12600.0,34.61538461538461,34.70724783599726,0.09389378870332146,2010933.0,0.0,0.0,11.0,0.2510235385786476,0,0.0,0.11578947368421053
74,10555100143.0,10557111076.0,46.0,46.0,3.0,3.0,19.0,28.0,350,74,314,123,10897.46192893401,31.224819280613207,31.224819280613207,0.09430204081632652,2010933.0,0.0,0.0,9.0,0.2510235385786476,0,0.0,0.09473684210526316
75,10555100143.0,10557111076.0,46.0,46.0,3.0,3.0,47.0,68.0,250,75,223,100,53900.0,216.46586345381525,219.10053237588212,0.10262399999999999,2010933.0,0.0,0.0,21.0,0.2510235385786476,0,0.0,0.22105263157894736
76,10555100143.0,10558109774.0,46.0,46.0,2.0,2.0,29.0,37.0,262,76,248,136,24500.0,93.86973180076629,95.69856162383178,0.07986131344327253,3009631.0,0.0,0.0,8.0,0.375690400145601,0,0.0,0.08421052631578947
77,10555100143.0,10558109774.0,46.0,46.0,3.0,3.0,5.0,19.0,400,77,325,146,11500.0,28.82205513784461,29.482724052663233,0.1039875,3009631.0,0.0,0.0,14.0,0.375690400145601,0,0.0,0.14736842105263157
78,10555100143.0,10559111056.0,46.0,46.0,1.0,1.0,33.0,43.0,376,78,354,144,37500.0,100.0,101.07132595400005,0.09036187188773201,4010913.0,0.0,0.0,10.0,0.5006798208548466,0,0.0,0.10526315789473684
79,10555100143.0,10559111056.0,46.0,46.0,1.0,1.0,71.0,84.0,502,79,451,182,48400.0,96.6067864271457,98.17091760758349,0.08898668275106744,4010913.0,0.0,0.0,13.0,0.5006798208548466,0,0.0,0.1368421052631579
80,10555100143.0,10559111056.0,46.0,46.0,1.0,1.0,84.0,93.0,542,80,494,193,47600.0,87.98521256931606,89.30255606104815,0.09197178687654037,4010913.0,0.0,0.0,9.0,0.5006798208548466,0,0.0,0.09473684210526316
81,10555100143.0,10559111056.0,46.0,46.0,2.0,2.0,44.0,57.0,582,81,522,184,81600.0,140.44750430292598,142.90565882709163,0.09286026381360635,4010913.0,0.0,0.0,13.0,0.5006798208548466,0,0.0,0.1368421052631579
82,10555100143.0,10559111056.0,46.0,46.0,2.0,2.0,57.0,68.0,647,82,580,194,58800.0,91.0216718266254,93.03522528566245,0.10085545222391298,4010913.0,0.0,0.0,11.0,0.5006798208548466,0,0.0,0.11578947368421053
83,10555100143.0,10559111056.0,46.0,46.0,2.0,2.0,68.0,80.0,613,83,564,194,59300.0,96.89542483660131,99.16175746566387,0.09953721568303932,4010913.0,0.0,0.0,12.0,0.5006798208548466,0,0.0,0.12631578947368421
84,10555100143.0,10559111056.0,46.0,46.0,3.0,3.0,34.0,47.0,656,84,590,195,64900.0,99.08396946564885,100.93141224203008,0.08930231261154074,4010913.0,0.0,0.0,13.0,0.5006798208548466,0,0.0,0.1368421052631579
85,10555100143.0,10559111056.0,46.0,46.0,4.0,4.0,0.0,6.0,430,85,396,178,25800.0,60.13986013986013,60.84495844466665,0.09878853434288803,4010913.0,0.0,0.0,6.0,0.5006798208548466,0,0.0,0.06315789473684211
86,10555100143.0,10559111056.0,46.0,46.0,4.0,4.0,25.0,36.0,584,86,539,190,18100.0,31.04631217838765,31.92016043115874,0.08747243854381685,4010913.0,0.0,0.0,11.0,0.5006798208548466,0,0.0,0.11578947368421053
87,10555100228.0,10559111056.0,46.0,46.0,2.0,2.0,80.0,91.0,647,87,581,185,51000.0,78.94736842105264,80.31222422132073,0.09656744121602738,4010828.0,0.0,0.0,11.0,0.5006692103567449,0,0.0,0.11578947368421053
88,10555107450.0,10559111056.0,46.0,46.0,1.0,1.0,16.0,26.0,236,88,204,100,10898.262380538663,46.375584598036866,46.375584598036866,0.09846308532031024,4003606.0,0.0,0.0,10.0,0.49976769250626707,0,0.0,0.10526315789473684
89,10556100810.0,10558109774.0,46.0,46.0,1.0,1.0,13.0,23.0,349,89,298,114,11900.0,34.195402298850574,34.589334199031995,0.09182190622408681,2008964.0,0.0,0.0,10.0,0.250777749510856,0,0.0,0.10526315789473684
90,10556100810.0,10558109774.0,46.0,46.0,1.0,1.0,33.0,40.0,313,90,289,111,15200.0,48.717948717948715,50.160828265567666,0.08994681991242126,2008964.0,0.0,0.0,7.0,0.250777749510856,0,0.0,0.07368421052631578
91,10556100810.0,10559111056.0,46.0,46.0,1.0,1.0,53.0,67.0,296,91,264,109,44200.0,149.83050847457628,150.3342257841451,0.08726716581446312,3010246.0,0.0,0.0,14.0,0.3757671702201017,0,0.0,0.14736842105263157
92,10556100810.0,10559111056.0,46.0,46.0,1.0,1.0,67.0,78.0,235,92,214,109,3481.01265822785,14.876122471059187,15.39148047416752,0.0928383884110457,3010246.0,0.0,0.0,11.0,0.3757671702201017,0,0.0,0.11578947368421053
93,10556100810.0,10559111056.0,46.0,46.0,2.0,2.0,12.0,24.0,459,93,374,148,3697.47899159664,8.073098234927162,8.231049826581964,0.10112444881123593,3010246.0,0.0,0.0,12.0,0.3757671702201017,0,0.0,0.12631578947368421
94,10556100810.0,10559111056.0,46.0,46.0,2.0,2.0,24.0,33.0,461,94,427,156,12600.0,27.39130434782609,27.68951860322419,0.09376014605615444,3010246.0,0.0,0.0,9.0,0.3757671702201017,0,0.0,0.09473684210526316
95,10556100810.0,10559111056.0,46.0,46.0,3.0,3.0,29.0,38.0,429,95,387,154,20100.0,46.9626168224299,47.627324560348356,0.08701321988035277,3010246.0,0.0,0.0,9.0,0.3757671702201017,0,0.0,0.09473684210526316
96,10556100810.0,10559111056.0,46.0,46.0,3.0,3.0,70.0,82.0,319,96,301,136,55300.0,173.8993710691824,175.55152687132383,0.09724747201776712,3010246.0,0.0,0.0,12.0,0.3757671702201017,0,0.0,0.12631578947368421
97,10556100810.0,10559111056.0,46.0,46.0,3.0,3.0,82.0,91.0,411,97,379,151,55200.0,134.6341463414634,136.62936232806598,0.09800439258588334,3010246.0,0.0,0.0,9.0,0.3757671702201017,0,0.0,0.09473684210526316
98,10556100810.0,10559111056.0,46.0,46.0,4.0,4.0,13.0,28.0,603,98,523,158,11900.0,19.767441860465116,19.864325483250425,0.09662577108927449,3010246.0,0.0,0.0,15.0,0.3757671702201017,0,0.0,0.15789473684210525
99,10556100923.0,10559111056.0,46.0,46.0,2.0,3.0,2.0,95.0,878,99,745,155,57600.0,65.67844925883693,66.89794563329771,0.09307496328889948,3010133.0,0.0,1.0,93.0,0.37575306449909585,0,0.3333333333333333,0.9789473684210527
100,10556100943.0,10559111056.0,46.0,46.0,3.0,3.0,47.0,70.0,366,100,322,119,59400.0,162.73972602739727,168.26949345685364,0.09964465944041327,3010113.0,0.0,0.0,23.0,0.37575056791130723,0,0.0,0.24210526315789474
101,10556110739.0,10559111056.0,46.0,46.0,1.0,1.0,3.0,7.0,184,101,171,100,3553.352813206505,19.417228487467238,19.417228487467238,0.09637878071833648,3000317.0,0.0,0.0,4.0,0.37452773921243143,0,0.0,0.042105263157894736
102,10557100044.0,10559111056.0,46.0,46.0,1.0,1.0,6.0,15.0,333,102,282,115,13200.0,39.75903614457831,40.24125362886992,0.10173236299362426,2011012.0,0.0,0.0,9.0,0.25103340010041275,0,0.0,0.09473684210526316
103,10557100044.0,10559111056.0,46.0,46.0,1.0,1.0,54.0,64.0,384,103,335,119,39200.0,102.34986945169713,104.53101650738488,0.10673014322916667,2011012.0,0.0,0.0,10.0,0.25103340010041275,0,0.0,0.10526315789473684
104,10557100044.0,10559111056.0,46.0,46.0,1.0,1.0,67.0,75.0,326,104,303,119,49500.0,152.3076923076923,154.67956852791878,0.10916857992397154,2011012.0,0.0,0.0,8.0,0.25103340010041275,0,0.0,0.08421052631578947
105,10557100044.0,10559111056.0,46.0,46.0,2.0,2.0,0.0,12.0,375,105,306,114,12800.0,34.22459893048128,34.683637887638646,0.10499555555555556,2011012.0,0.0,0.0,12.0,0.25103340010041275,0,0.0,0.12631578947368421
106,10557100044.0,10559111056.0,46.0,46.0,2.0,2.0,33.0,48.0,459,106,403,121,38400.0,83.84279475982531,86.09670670463974,0.08573625528642831,2011012.0,0.0,0.0,15.0,0.25103340010041275,0,0.0,0.15789473684210525
107,10557100044.0,10559111056.0,46.0,46.0,3.0,3.0,5.0,31.0,313,107,279,104,4445.3781512605,14.248006895065705,14.475925458395782,0.09447886576365994,2011012.0,0.0,0.0,26.0,0.25103340010041275,0,0.0,0.2736842105263158
108,10557100044.0,10559111056.0,46.0,46.0,4.0,4.0,6.0,17.0,320,108,256,109,11900.0,37.30407523510972,38.381491550124714,0.09450195312500001,2011012.0,0.0,0.0,11.0,0.25103340010041275,0,0.0,0.11578947368421053
